Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,MatchResult
2000,Arsenal,Tottenham,2,1,Home
2000,Everton,Newcastle Utd,0,2,Away
2000,Leeds United,Wimbledon,4,1,Home
2000,Chelsea,Southampton,1,1,Draw
2000,Bradford City,Manchester Utd,0,4,Away
2000,Aston Villa,Derby County,2,0,Home
2000,Sunderland,Everton,2,1,Home
2000,Liverpool,Newcastle Utd,2,1,Home
2000,Middlesbrough,Sheffield Weds,1,0,Home
2000,Watford,Tottenham,1,1,Draw
2000,Leicester City,Leeds United,2,1,Home
2000,Arsenal,Coventry City,3,0,Home
2000,West Ham,Wimbledon,2,1,Home
2000,Wimbledon,Arsenal,1,3,Away
2000,Everton,Watford,4,2,Home
2000,Leeds United,Chelsea,0,1,Away
2000,Southampton,Sunderland,1,2,Away
2000,Manchester Utd,West Ham,7,1,Home
2000,Newcastle Utd,Bradford City,2,0,Home
2000,Coventry City,Liverpool,0,3,Away
2000,Derby County,Leicester City,3,0,Home
2000,Tottenham,Middlesbrough,2,3,Away
2000,Sheffield Weds,Aston Villa,0,1,Away
2000,Bradford City,Southampton,1,2,Away
2000,Watford,Derby County,0,0,Draw
2000,Sunderland,Wimbledon,2,1,Home
2000,Leicester City,Everton,1,1,Draw
2000,Liverpool,Tottenham,2,0,Home
2000,Aston Villa,Leeds United,1,0,Home
2000,Middlesbrough,Manchester Utd,3,4,Away
2000,Chelsea,Coventry City,2,1,Home
2000,West Ham,Newcastle Utd,2,1,Home
2000,Wimbledon,Sheffield Weds,0,2,Away
2000,Manchester Utd,Sunderland,4,0,Home
2000,Newcastle Utd,Leicester City,0,2,Away
2000,Everton,Bradford City,4,0,Home
2000,Tottenham,Aston Villa,2,4,Away
2000,Derby County,West Ham,1,2,Away
2000,Coventry City,Middlesbrough,2,1,Home
2000,Sheffield Weds,Chelsea,1,0,Home
2000,Southampton,Watford,2,0,Home
2000,Wimbledon,Liverpool,1,2,Away
2000,Leeds United,Arsenal,0,4,Away
2000,Leicester City,Tottenham,0,1,Away
2000,Bradford City,Derby County,4,4,Draw
2000,Everton,Liverpool,0,0,Draw
2000,Southampton,Manchester Utd,1,3,Away
2000,West Ham,Coventry City,5,0,Home
2000,Sheffield Weds,Sunderland,0,2,Away
2000,Aston Villa,Leicester City,2,2,Draw
2000,Chelsea,Middlesbrough,1,1,Draw
2000,Tottenham,Wimbledon,2,0,Home
2000,Watford,Arsenal,2,3,Away
2000,Newcastle Utd,Leeds United,2,2,Draw
2000,Manchester Utd,Chelsea,3,2,Home
2000,Derby County,Southampton,2,0,Home
2000,Sunderland,Bradford City,0,1,Away
2000,West Ham,Middlesbrough,0,1,Away
2000,Tottenham,Derby County,1,1,Draw
2000,Chelsea,Liverpool,2,0,Home
2000,Aston Villa,Sunderland,1,1,Draw
2000,Southampton,Leicester City,1,2,Away
2000,Everton,Arsenal,0,1,Away
2000,Watford,Manchester Utd,2,3,Away
2000,Newcastle Utd,Coventry City,2,0,Home
2000,Sheffield Weds,Leeds United,0,3,Away
2000,Bradford City,Wimbledon,3,0,Home
2000,Middlesbrough,Newcastle Utd,2,2,Draw
2000,Arsenal,West Ham,2,1,Home
2000,Liverpool,Leicester City,0,2,Away
2000,Leeds United,Watford,3,1,Home
2000,Wimbledon,Aston Villa,2,2,Draw
2000,Leicester City,Bradford City,3,0,Home
2000,Middlesbrough,Watford,1,1,Draw
2000,Coventry City,Sheffield Weds,4,1,Home
2000,Manchester Utd,Tottenham,3,1,Home
2000,Sunderland,West Ham,1,0,Home
2000,Derby County,Newcastle Utd,0,0,Draw
2000,Arsenal,Chelsea,2,1,Home
2000,Liverpool,Southampton,0,0,Draw
2000,Leeds United,Everton,1,1,Draw
2000,Arsenal,Sheffield Weds,3,3,Draw
2000,Newcastle Utd,Arsenal,4,2,Home
2000,West Ham,Leeds United,0,0,Draw
2000,Everton,Middlesbrough,0,2,Away
2000,Aston Villa,Manchester Utd,0,1,Away
2000,Sheffield Weds,Leicester City,4,0,Home
2000,Southampton,Wimbledon,2,0,Home
2000,Watford,Coventry City,1,0,Home
2000,Tottenham,Sunderland,3,1,Home
2000,Chelsea,Derby County,4,0,Home
2000,Bradford City,Liverpool,1,0,Home
2001,Sunderland,Arsenal,1,0,Home
2001,Leicester City,Aston Villa,0,0,Draw
2001,Charlton Ath,Manchester City,4,0,Home
2001,Liverpool,Bradford City,1,0,Home
2001,Chelsea,West Ham,4,2,Home
2001,Derby County,Southampton,2,2,Draw
2001,Tottenham,Ipswich Town,3,1,Home
2001,Leeds United,Everton,2,0,Home
2001,Coventry City,Middlesbrough,1,3,Away
2001,Manchester Utd,Newcastle Utd,2,0,Home
2001,Arsenal,Liverpool,2,0,Home
2001,Bradford City,Chelsea,2,0,Home
2001,Middlesbrough,Tottenham,1,1,Draw
2001,Ipswich Town,Manchester Utd,1,1,Draw
2001,Everton,Charlton Ath,3,0,Home
2001,Southampton,Coventry City,1,2,Away
2001,Manchester City,Sunderland,4,2,Home
2001,West Ham,Leicester City,0,1,Away
2001,Newcastle Utd,Derby County,3,2,Home
2001,Everton,Derby County,2,2,Draw
2001,Middlesbrough,Leeds United,1,2,Away
2001,Manchester City,Coventry City,1,2,Away
2001,Southampton,Liverpool,3,3,Draw
2001,Arsenal,Charlton Ath,5,3,Home
2001,West Ham,Manchester Utd,2,2,Draw
2001,Bradford City,Leicester City,0,0,Draw
2001,Ipswich Town,Sunderland,1,0,Home
2001,Newcastle Utd,Tottenham,2,0,Home
2001,Aston Villa,Chelsea,1,1,Draw
2001,Sunderland,West Ham,1,1,Draw
2001,Leeds United,Manchester City,1,2,Away
2001,Tottenham,Everton,3,2,Home
2001,Manchester Utd,Bradford City,6,0,Home
2001,Chelsea,Arsenal,2,2,Draw
2001,Coventry City,Newcastle Utd,0,2,Away
2001,Derby County,Middlesbrough,3,3,Draw
2001,Liverpool,Aston Villa,3,1,Home
2001,Leicester City,Ipswich Town,2,1,Home
2001,Charlton Ath,Southampton,1,1,Draw
2001,Middlesbrough,Everton,1,2,Away
2001,Bradford City,Arsenal,1,1,Draw
2001,Coventry City,Leeds United,0,0,Draw
2001,Manchester Utd,Sunderland,3,0,Home
2001,Newcastle Utd,Chelsea,0,0,Draw
2001,Leicester City,Southampton,1,0,Home
2001,Liverpool,Manchester City,3,2,Home
2001,Ipswich Town,Aston Villa,1,2,Away
2001,Derby County,Charlton Ath,2,2,Draw
2001,Tottenham,West Ham,1,0,Home
2001,Southampton,Newcastle Utd,2,0,Home
2001,Leeds United,Ipswich Town,1,2,Away
2001,Charlton Ath,Tottenham,1,0,Home
2001,Aston Villa,Bradford City,2,0,Home
2001,Sunderland,Derby County,2,1,Home
2001,Arsenal,Coventry City,2,1,Home
2001,Everton,Manchester Utd,1,3,Away
2001,Chelsea,Leicester City,0,2,Away
2001,West Ham,Liverpool,1,1,Draw
2001,Manchester City,Middlesbrough,1,1,Draw
2001,Manchester Utd,Chelsea,3,3,Draw
2001,Tottenham,Manchester City,0,0,Draw
2001,Derby County,Leeds United,1,1,Draw
2001,Newcastle Utd,Charlton Ath,0,1,Away
2001,Coventry City,West Ham,0,3,Away
2001,Bradford City,Southampton,0,1,Away
2001,Middlesbrough,Aston Villa,1,1,Draw
2001,Ipswich Town,Arsenal,1,1,Draw
2001,Liverpool,Sunderland,1,1,Draw
2001,Leicester City,Everton,1,1,Draw
2001,Everton,Ipswich Town,0,3,Away
2001,Leeds United,Tottenham,4,3,Home
2001,Manchester City,Newcastle Utd,0,1,Away
2001,Aston Villa,Derby County,4,1,Home
2001,Charlton Ath,Coventry City,2,2,Draw
2001,West Ham,Bradford City,1,1,Draw
2001,Southampton,Middlesbrough,1,3,Away
2001,Chelsea,Liverpool,3,0,Home
2001,Arsenal,Manchester Utd,1,0,Home
2001,Sunderland,Leicester City,0,0,Draw
2001,Manchester City,Bradford City,2,0,Home
2001,Everton,Southampton,1,1,Draw
2001,Sunderland,Chelsea,1,0,Home
2001,Leeds United,Charlton Ath,3,1,Home
2001,Coventry City,Tottenham,2,1,Home
2001,Ipswich Town,West Ham,1,1,Draw
2001,Arsenal,Aston Villa,1,0,Home
2001,Leicester City,Manchester Utd,0,3,Away
2001,Derby County,Liverpool,0,4,Away
2001,Middlesbrough,Newcastle Utd,1,3,Away
2001,West Ham,Arsenal,1,2,Away
2001,Liverpool,Leicester City,1,0,Home
2001,Bradford City,Ipswich Town,0,2,Away
2001,Tottenham,Derby County,3,1,Home
2001,Charlton Ath,Middlesbrough,1,0,Home
2001,Manchester Utd,Leeds United,3,0,Home
2001,Newcastle Utd,Everton,0,1,Away
2001,Chelsea,Coventry City,6,1,Home
2001,Aston Villa,Sunderland,0,0,Draw
2001,Southampton,Manchester City,0,2,Away
2001,Arsenal,Manchester City,5,0,Home
2001,Chelsea,Tottenham,3,0,Home
2001,Aston Villa,Charlton Ath,2,1,Home
2001,Ipswich Town,Middlesbrough,2,1,Home
2001,West Ham,Newcastle Utd,1,0,Home
2001,Leicester City,Derby County,2,1,Home
2001,Sunderland,Coventry City,1,0,Home
2001,Manchester Utd,Southampton,5,0,Home
2001,Liverpool,Everton,3,1,Home
2001,Bradford City,Leeds United,1,1,Draw
2001,Newcastle Utd,Ipswich Town,2,1,Home
2001,Southampton,Chelsea,3,2,Home
2001,Coventry City,Manchester Utd,1,2,Away
2001,Middlesbrough,Arsenal,0,1,Away
2001,Tottenham,Sunderland,2,1,Home
2001,Leeds United,Liverpool,4,3,Home
2001,Manchester City,Leicester City,0,1,Away
2001,Charlton Ath,Bradford City,2,0,Home
2001,Everton,Aston Villa,0,1,Away
2001,Derby County,West Ham,0,0,Draw
2001,Bradford City,Everton,0,1,Away
2001,Leicester City,Newcastle Utd,1,1,Draw
2001,Ipswich Town,Charlton Ath,2,0,Home
2001,Sunderland,Southampton,2,2,Draw
2001,Aston Villa,Tottenham,2,0,Home
2001,Arsenal,Derby County,0,0,Draw
2001,West Ham,Manchester City,4,1,Home
2001,Manchester Utd,Middlesbrough,2,1,Home
2001,Liverpool,Coventry City,4,1,Home
2001,Chelsea,Leeds United,1,1,Draw
2001,Middlesbrough,Leicester City,0,3,Away
2001,Everton,Arsenal,2,0,Home
2001,Southampton,Aston Villa,2,0,Home
2001,Derby County,Bradford City,2,0,Home
2001,Manchester City,Manchester Utd,0,1,Away
2001,Newcastle Utd,Sunderland,1,2,Away
2001,Leeds United,West Ham,0,1,Away
2001,Charlton Ath,Chelsea,2,0,Home
2001,Tottenham,Liverpool,2,1,Home
2001,Coventry City,Ipswich Town,0,1,Away
2001,Coventry City,Aston Villa,1,1,Draw
2001,Middlesbrough,Bradford City,2,2,Draw
2001,Tottenham,Leicester City,3,0,Home
2001,Everton,Chelsea,2,1,Home
2001,Derby County,Manchester Utd,0,3,Away
2001,Southampton,West Ham,2,3,Away
2001,Manchester City,Ipswich Town,2,3,Away
2001,Charlton Ath,Sunderland,0,1,Away
2001,Leeds United,Arsenal,1,0,Home
2001,Newcastle Utd,Liverpool,2,1,Home
2001,Aston Villa,Newcastle Utd,1,1,Draw
2001,Arsenal,Southampton,1,0,Home
2001,Manchester Utd,Tottenham,2,0,Home
2001,West Ham,Middlesbrough,1,0,Home
2001,Ipswich Town,Derby County,0,1,Away
2001,Liverpool,Charlton Ath,3,0,Home
2001,Bradford City,Coventry City,2,1,Home
2001,Leicester City,Leeds United,3,1,Home
2001,Chelsea,Manchester City,2,1,Home
2001,Sunderland,Everton,2,0,Home
2001,Charlton Ath,Manchester Utd,3,3,Draw
2001,West Ham,Aston Villa,1,1,Draw
2001,Chelsea,Derby County,4,1,Home
2001,Arsenal,Newcastle Utd,5,0,Home
2001,Sunderland,Middlesbrough,1,0,Home
2001,Southampton,Leeds United,1,0,Home
2001,Manchester City,Everton,5,0,Home
2001,Bradford City,Tottenham,3,3,Draw
2001,Liverpool,Ipswich Town,0,1,Away
2001,Coventry City,Leicester City,1,0,Home
2001,Leeds United,Sunderland,2,0,Home
2001,Derby County,Coventry City,1,0,Home
2001,Newcastle Utd,Bradford City,2,1,Home
2001,Ipswich Town,Southampton,3,1,Home
2001,Leicester City,Charlton Ath,3,1,Home
2001,Everton,West Ham,1,1,Draw
2001,Middlesbrough,Chelsea,1,0,Home
2001,Aston Villa,Manchester City,2,2,Draw
2001,Manchester Utd,Liverpool,0,1,Away
2001,Tottenham,Arsenal,1,1,Draw
2001,Coventry City,Southampton,1,1,Draw
2001,Derby County,Newcastle Utd,2,0,Home
2001,Charlton Ath,Everton,1,0,Home
2001,Manchester Utd,Ipswich Town,2,0,Home
2001,Liverpool,Arsenal,4,0,Home
2001,Leicester City,West Ham,2,1,Home
2001,Leeds United,Aston Villa,1,2,Away
2001,Sunderland,Manchester City,1,0,Home
2001,Tottenham,Middlesbrough,0,0,Draw
2001,Chelsea,Bradford City,3,0,Home
2001,Bradford City,Sunderland,1,4,Away
2001,Manchester City,Derby County,0,0,Draw
2001,Ipswich Town,Chelsea,2,2,Draw
2001,Arsenal,Leicester City,6,1,Home
2001,Newcastle Utd,Leeds United,2,1,Home
2001,West Ham,Charlton Ath,5,0,Home
2001,Middlesbrough,Liverpool,1,0,Home
2001,Everton,Coventry City,1,2,Away
2001,Aston Villa,Manchester Utd,0,1,Away
2001,Southampton,Tottenham,2,0,Home
2001,Ipswich Town,Tottenham,3,0,Home
2001,Arsenal,Sunderland,2,2,Draw
2001,Manchester City,Charlton Ath,1,4,Away
2001,Middlesbrough,Coventry City,1,1,Draw
2001,Southampton,Derby County,1,0,Home
2001,Newcastle Utd,Manchester Utd,1,1,Draw
2001,Chelsea,Aston Villa,1,0,Home
2001,Derby County,Everton,1,0,Home
2001,Liverpool,Southampton,2,1,Home
2001,Leicester City,Bradford City,1,2,Away
2001,Leeds United,Middlesbrough,1,1,Draw
2001,Coventry City,Manchester City,1,1,Draw
2001,Charlton Ath,Arsenal,1,0,Home
2001,Manchester Utd,West Ham,3,1,Home
2001,Sunderland,Ipswich Town,4,1,Home
2001,Tottenham,Newcastle Utd,4,2,Home
2001,Everton,Tottenham,0,0,Draw
2001,Aston Villa,Liverpool,0,3,Away
2001,Newcastle Utd,Coventry City,3,1,Home
2001,Arsenal,Chelsea,1,1,Draw
2001,West Ham,Sunderland,0,2,Away
2001,Middlesbrough,Derby County,4,0,Home
2001,Southampton,Charlton Ath,0,0,Draw
2001,Manchester City,Leeds United,0,4,Away
2001,Bradford City,Manchester Utd,0,3,Away
2001,Ipswich Town,Leicester City,2,0,Home
2001,Chelsea,Ipswich Town,4,1,Home
2001,Coventry City,Everton,1,3,Away
2001,Derby County,Manchester City,1,1,Draw
2001,Tottenham,Southampton,0,0,Draw
2001,Leeds United,Newcastle Utd,1,3,Away
2001,Manchester Utd,Aston Villa,2,0,Home
2001,Leicester City,Arsenal,0,0,Draw
2001,Liverpool,Middlesbrough,0,0,Draw
2001,Sunderland,Bradford City,0,0,Draw
2001,Charlton Ath,West Ham,1,1,Draw
2001,Aston Villa,Leeds United,1,2,Away
2001,Charlton Ath,Derby County,2,1,Home
2001,Arsenal,Bradford City,2,0,Home
2001,Everton,Middlesbrough,2,2,Draw
2001,Chelsea,Newcastle Utd,3,1,Home
2001,Leeds United,Coventry City,1,0,Home
2001,West Ham,Tottenham,0,0,Draw
2001,Manchester City,Liverpool,1,1,Draw
2001,Southampton,Leicester City,1,0,Home
2001,Sunderland,Manchester Utd,0,1,Away
2001,Tottenham,Charlton Ath,0,0,Draw
2001,Derby County,Sunderland,1,0,Home
2001,Leicester City,Chelsea,2,1,Home
2001,Coventry City,Arsenal,0,1,Away
2001,Liverpool,West Ham,3,0,Home
2001,Bradford City,Aston Villa,0,3,Away
2001,Manchester Utd,Everton,1,0,Home
2001,Ipswich Town,Leeds United,1,2,Away
2001,Middlesbrough,Manchester City,1,1,Draw
2001,Everton,Leeds United,2,2,Draw
2001,Sunderland,Liverpool,1,1,Draw
2001,Aston Villa,Middlesbrough,1,1,Draw
2001,Manchester City,Tottenham,0,1,Away
2001,Everton,Leicester City,2,1,Home
2001,Southampton,Bradford City,2,0,Home
2001,Leeds United,Derby County,0,0,Draw
2001,Chelsea,Manchester Utd,1,1,Draw
2001,Arsenal,Ipswich Town,1,0,Home
2001,Charlton Ath,Newcastle Utd,2,0,Home
2001,West Ham,Coventry City,1,1,Draw
2001,Leicester City,Sunderland,2,0,Home
2001,Coventry City,Charlton Ath,2,2,Draw
2001,Middlesbrough,Southampton,0,1,Away
2001,Tottenham,Leeds United,1,2,Away
2001,Newcastle Utd,Manchester City,0,1,Away
2001,Derby County,Aston Villa,1,0,Home
2001,Bradford City,West Ham,1,2,Away
2001,Ipswich Town,Everton,2,0,Home
2001,Manchester Utd,Arsenal,6,1,Home
2001,Leicester City,Liverpool,2,0,Home
2001,Middlesbrough,Charlton Ath,0,0,Draw
2001,Manchester City,Southampton,0,1,Away
2001,Everton,Newcastle Utd,1,1,Draw
2001,Arsenal,West Ham,3,0,Home
2001,Coventry City,Chelsea,0,0,Draw
2001,Derby County,Tottenham,2,1,Home
2001,Leeds United,Manchester Utd,1,1,Draw
2001,Ipswich Town,Bradford City,3,1,Home
2001,Sunderland,Aston Villa,1,1,Draw
2001,West Ham,Chelsea,0,2,Away
2001,Aston Villa,Ipswich Town,2,1,Home
2001,Tottenham,Coventry City,3,0,Home
2001,Manchester Utd,Leicester City,2,0,Home
2001,Newcastle Utd,Middlesbrough,1,2,Away
2001,Bradford City,Manchester City,2,2,Draw
2001,West Ham,Ipswich Town,0,1,Away
2001,Southampton,Everton,1,0,Home
2001,Charlton Ath,Leeds United,1,2,Away
2001,Chelsea,Sunderland,2,4,Away
2001,Liverpool,Derby County,1,1,Draw
2001,Aston Villa,Arsenal,0,0,Draw
2001,Bradford City,Newcastle Utd,2,2,Draw
2001,Coventry City,Derby County,2,0,Home
2001,Liverpool,Manchester Utd,2,0,Home
2001,Manchester City,Aston Villa,1,3,Away
2001,Chelsea,Middlesbrough,2,1,Home
2001,Sunderland,Leeds United,0,2,Away
2001,Arsenal,Tottenham,2,0,Home
2001,West Ham,Everton,0,2,Away
2001,Charlton Ath,Leicester City,2,0,Home
2001,Southampton,Ipswich Town,0,3,Away
2001,Aston Villa,Leicester City,2,1,Home
2001,Leeds United,Southampton,2,0,Home
2001,Derby County,Chelsea,0,4,Away
2001,Aston Villa,West Ham,2,2,Draw
2001,Leicester City,Coventry City,1,3,Away
2001,Everton,Manchester City,3,1,Home
2001,Middlesbrough,Sunderland,0,0,Draw
2001,Ipswich Town,Liverpool,1,1,Draw
2001,Manchester Utd,Charlton Ath,2,1,Home
2001,Tottenham,Bradford City,2,1,Home
2001,Manchester City,Arsenal,0,4,Away
2001,Bradford City,Charlton Ath,2,0,Home
2001,Liverpool,Leeds United,1,2,Away
2001,Manchester Utd,Coventry City,4,2,Home
2001,Chelsea,Southampton,1,0,Home
2001,West Ham,Derby County,3,1,Home
2001,Leicester City,Manchester City,1,2,Away
2001,Aston Villa,Everton,2,1,Home
2001,Sunderland,Tottenham,2,3,Away
2001,Ipswich Town,Newcastle Utd,1,0,Home
2001,Arsenal,Middlesbrough,0,3,Away
2001,Derby County,Leicester City,2,0,Home
2001,Coventry City,Sunderland,1,0,Home
2001,Newcastle Utd,West Ham,2,1,Home
2001,Middlesbrough,Ipswich Town,1,2,Away
2001,Everton,Liverpool,2,3,Away
2001,Tottenham,Chelsea,0,3,Away
2001,Charlton Ath,Aston Villa,3,3,Draw
2001,Manchester Utd,Manchester City,1,1,Draw
2001,Aston Villa,Southampton,0,0,Draw
2001,Bradford City,Derby County,2,0,Home
2001,Chelsea,Charlton Ath,0,1,Away
2001,Leicester City,Middlesbrough,0,3,Away
2001,Ipswich Town,Coventry City,2,0,Home
2001,West Ham,Leeds United,0,2,Away
2001,Arsenal,Everton,4,1,Home
2001,Sunderland,Newcastle Utd,1,1,Draw
2001,Liverpool,Tottenham,3,1,Home
2001,Manchester City,West Ham,1,0,Home
2001,Derby County,Arsenal,1,2,Away
2001,Coventry City,Liverpool,0,2,Away
2001,Tottenham,Aston Villa,0,0,Draw
2001,Leeds United,Chelsea,2,0,Home
2001,Newcastle Utd,Leicester City,1,0,Home
2001,Southampton,Sunderland,0,1,Away
2001,Everton,Bradford City,2,1,Home
2001,Middlesbrough,Manchester Utd,0,2,Away
2001,Charlton Ath,Ipswich Town,2,1,Home
2001,Bradford City,Liverpool,0,2,Away
2001,Newcastle Utd,Southampton,1,1,Draw
2001,Arsenal,Leeds United,2,1,Home
2001,Chelsea,Everton,2,1,Home
2001,Manchester Utd,Derby County,0,1,Away
2001,Liverpool,Newcastle Utd,3,0,Home
2001,Leicester City,Tottenham,4,2,Home
2001,Aston Villa,Coventry City,3,2,Home
2001,Bradford City,Middlesbrough,1,1,Draw
2001,West Ham,Southampton,3,0,Home
2001,Sunderland,Charlton Ath,3,2,Home
2001,Ipswich Town,Manchester City,2,1,Home
2001,Liverpool,Chelsea,2,2,Draw
2001,Leeds United,Bradford City,6,1,Home
2001,Southampton,Manchester Utd,2,1,Home
2001,Newcastle Utd,Arsenal,0,0,Draw
2001,Middlesbrough,West Ham,2,1,Home
2001,Charlton Ath,Liverpool,0,4,Away
2001,Manchester City,Chelsea,1,2,Away
2001,Tottenham,Manchester Utd,3,1,Home
2001,Derby County,Ipswich Town,1,1,Draw
2001,Everton,Sunderland,2,2,Draw
2001,Coventry City,Bradford City,0,0,Draw
2001,Leeds United,Leicester City,3,1,Home
2001,Newcastle Utd,Aston Villa,3,0,Home
2001,Southampton,Arsenal,3,2,Home
2002,Middlesbrough,Arsenal,0,4,Away
2002,Liverpool,West Ham,2,1,Home
2002,Charlton Ath,Everton,1,2,Away
2002,Leicester City,Bolton,0,5,Away
2002,Leeds United,Southampton,2,0,Home
2002,Sunderland,Ipswich Town,1,0,Home
2002,Derby County,Blackburn,2,1,Home
2002,Tottenham,Aston Villa,0,0,Draw
2002,Manchester Utd,Fulham,3,2,Home
2002,Chelsea,Newcastle Utd,1,1,Draw
2002,Everton,Tottenham,1,1,Draw
2002,Bolton,Middlesbrough,1,0,Home
2002,Arsenal,Leeds United,1,2,Away
2002,Ipswich Town,Derby County,3,1,Home
2002,Fulham,Sunderland,2,0,Home
2002,Blackburn,Manchester Utd,2,2,Draw
2002,Ipswich Town,Charlton Ath,0,1,Away
2002,Blackburn,Tottenham,2,1,Home
2002,West Ham,Leeds United,0,0,Draw
2002,Fulham,Derby County,0,0,Draw
2002,Everton,Middlesbrough,2,0,Home
2002,Arsenal,Leicester City,4,0,Home
2002,Southampton,Chelsea,0,2,Away
2002,Aston Villa,Manchester Utd,1,1,Draw
2002,Newcastle Utd,Sunderland,1,1,Draw
2002,Bolton,Liverpool,2,1,Home
2002,Leicester City,Ipswich Town,1,1,Draw
2002,Derby County,West Ham,0,0,Draw
2002,Liverpool,Aston Villa,1,3,Away
2002,Chelsea,Arsenal,1,1,Draw
2002,Leeds United,Bolton,0,0,Draw
2002,Middlesbrough,Newcastle Utd,1,4,Away
2002,Manchester Utd,Everton,4,1,Home
2002,Sunderland,Blackburn,1,0,Home
2002,Tottenham,Southampton,2,0,Home
2002,Charlton Ath,Fulham,1,1,Draw
2002,Middlesbrough,West Ham,2,0,Home
2002,Fulham,Arsenal,1,3,Away
2002,Newcastle Utd,Manchester Utd,4,3,Home
2002,Bolton,Southampton,0,1,Away
2002,Derby County,Leicester City,2,3,Away
2002,Everton,Liverpool,1,3,Away
2002,Ipswich Town,Blackburn,1,1,Draw
2002,Charlton Ath,Leeds United,0,2,Away
2002,Aston Villa,Sunderland,0,0,Draw
2002,Tottenham,Chelsea,2,3,Away
2002,Sunderland,Tottenham,1,2,Away
2002,Leicester City,Middlesbrough,1,2,Away
2002,Blackburn,Bolton,1,1,Draw
2002,Arsenal,Bolton,1,1,Draw
2002,Liverpool,Tottenham,1,0,Home
2002,Leicester City,Fulham,0,0,Draw
2002,Blackburn,Everton,1,0,Home
2002,Sunderland,Charlton Ath,2,2,Draw
2002,Manchester Utd,Ipswich Town,4,0,Home
2002,Chelsea,Middlesbrough,2,2,Draw
2002,West Ham,Newcastle Utd,3,0,Home
2002,Leeds United,Derby County,3,0,Home
2002,Southampton,Aston Villa,1,3,Away
2002,Newcastle Utd,Leicester City,1,0,Home
2002,Tottenham,Manchester Utd,3,5,Away
2002,Derby County,Arsenal,0,2,Away
2002,Bolton,Sunderland,0,2,Away
2002,Charlton Ath,Leicester City,2,0,Home
2002,Everton,West Ham,5,0,Home
2002,Middlesbrough,Southampton,1,3,Away
2002,Aston Villa,Blackburn,2,0,Home
2002,Ipswich Town,Leeds United,1,2,Away
2002,Fulham,Chelsea,1,1,Draw
2002,Newcastle Utd,Liverpool,0,2,Away
2002,Southampton,Arsenal,0,2,Away
2002,Liverpool,Leeds United,1,1,Draw
2002,Ipswich Town,Everton,0,0,Draw
2002,Chelsea,Leicester City,2,0,Home
2002,Sunderland,Manchester Utd,1,3,Away
2002,Bolton,Newcastle Utd,0,4,Away
2002,Charlton Ath,Middlesbrough,0,0,Draw
2002,Aston Villa,Fulham,2,0,Home
2002,Blackburn,West Ham,7,1,Home
2002,Tottenham,Derby County,3,1,Home
2002,Everton,Aston Villa,3,2,Home
2002,Leicester City,Liverpool,1,4,Away
2002,Manchester Utd,Bolton,1,2,Away
2002,Arsenal,Blackburn,3,3,Draw
2002,Derby County,Charlton Ath,1,1,Draw
2002,West Ham,Southampton,2,0,Home
2002,Newcastle Utd,Tottenham,0,2,Away
2002,Leeds United,Chelsea,0,0,Draw
2002,Fulham,Ipswich Town,1,1,Draw
2002,Middlesbrough,Sunderland,2,0,Home
2002,Aston Villa,Charlton Ath,1,0,Home
2002,West Ham,Chelsea,2,1,Home
2002,Southampton,Ipswich Town,3,3,Draw
2002,Everton,Newcastle Utd,1,3,Away
2002,Fulham,Southampton,2,1,Home
2002,Charlton Ath,Liverpool,0,2,Away
2002,Manchester Utd,Leeds United,1,1,Draw
2002,Aston Villa,Bolton,3,2,Home
2002,Sunderland,Arsenal,1,1,Draw
2002,Tottenham,Middlesbrough,2,1,Home
2002,Ipswich Town,West Ham,2,3,Away
2002,Derby County,Chelsea,1,1,Draw
2002,Blackburn,Leicester City,0,0,Draw
2002,West Ham,Fulham,0,2,Away
2002,Newcastle Utd,Aston Villa,3,0,Home
2002,Middlesbrough,Derby County,5,1,Home
2002,Southampton,Blackburn,1,2,Away
2002,Leicester City,Sunderland,1,0,Home
2002,Bolton,Everton,2,2,Draw
2002,Chelsea,Ipswich Town,2,1,Home
2002,Liverpool,Manchester Utd,3,1,Home
2002,Arsenal,Charlton Ath,2,4,Away
2002,Leeds United,Tottenham,2,1,Home
2002,Fulham,Newcastle Utd,3,1,Home
2002,Sunderland,Leeds United,2,0,Home
2002,Aston Villa,Middlesbrough,0,0,Draw
2002,Derby County,Southampton,1,0,Home
2002,Tottenham,Arsenal,1,1,Draw
2002,Manchester Utd,Leicester City,2,0,Home
2002,Blackburn,Liverpool,1,1,Draw
2002,Ipswich Town,Bolton,1,2,Away
2002,Everton,Chelsea,0,0,Draw
2002,Charlton Ath,West Ham,4,4,Draw
2002,Newcastle Utd,Derby County,1,0,Home
2002,Chelsea,Blackburn,0,0,Draw
2002,Leicester City,Everton,0,0,Draw
2002,Southampton,Charlton Ath,1,0,Home
2002,Bolton,Fulham,0,0,Draw
2002,West Ham,Tottenham,0,1,Away
2002,Liverpool,Sunderland,1,0,Home
2002,Leeds United,Aston Villa,1,1,Draw
2002,Middlesbrough,Ipswich Town,0,0,Draw
2002,Arsenal,Manchester Utd,3,1,Home
2002,Sunderland,West Ham,1,0,Home
2002,Derby County,Liverpool,0,1,Away
2002,Charlton Ath,Newcastle Utd,1,1,Draw
2002,Aston Villa,Leicester City,0,2,Away
